transaction_id,customer_id,transaction_date,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,status
TXN_000507,CUST_0060,2023-06-07,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000508,CUST_0140,2023-07-31,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000509,CUST_0232,2023-06-04,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Completed
TXN_000510,CUST_0192,2023-01-20,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Pending
TXN_000511,CUST_0013,2023-09-05,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Completed
TXN_000512,CUST_0473,2023-09-05,PROD_003,Coffee Maker,Home,3,79.99,239.97,PayPal,Pending
TXN_000513,CUST_0394,2023-02-20,PROD_002,Running Shoes,Sports,3,129.99,389.97,Debit Card,Completed
TXN_000514,CUST_0236,2023-07-18,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Completed
TXN_000515,CUST_0478,2023-01-23,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Pending
TXN_000516,CUST_0456,2023-01-24,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,PayPal,Completed
TXN_000517,CUST_0389,2023-06-09,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Pending
TXN_000518,CUST_0099,2023-05-27,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Pending
TXN_000519,CUST_0140,2023-03-18,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Completed
TXN_000520,CUST_0491,2023-11-15,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Credit Card,Completed
TXN_000521,CUST_0180,2023-10-09,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Completed
TXN_000522,CUST_0294,2023-05-06,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Pending
TXN_000523,CUST_0457,2023-06-23,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Completed
TXN_000524,CUST_0015,2023-08-30,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Completed
TXN_000525,CUST_0028,2023-02-14,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Cash,Completed
TXN_000526,CUST_0457,2023-10-31,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Failed
TXN_000527,CUST_0160,2023-06-20,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Pending
TXN_000528,CUST_0068,2023-02-17,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Completed
TXN_000529,CUST_0159,2023-12-17,PROD_004,Smartphone Case,Electronics,4,24.99,99.96,Cash,Completed
TXN_000530,CUST_0074,2023-11-12,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Pending
TXN_000531,CUST_0359,2023-12-07,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Pending
TXN_000532,CUST_0016,2023-02-03,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Pending
TXN_000533,CUST_0237,2023-03-29,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Failed
TXN_000534,CUST_0066,2023-09-18,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Cash,Failed
TXN_000535,CUST_0167,2023-10-12,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Pending
TXN_000536,CUST_0237,2023-07-25,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Completed
TXN_000537,CUST_0125,2023-10-08,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Cash,Pending
TXN_000538,CUST_0175,2023-04-17,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Pending
TXN_000539,CUST_0404,2023-06-25,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Completed
TXN_000540,CUST_0379,2023-12-31,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Cash,Completed
TXN_000541,CUST_0306,2023-08-26,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Credit Card,
TXN_000542,CUST_0091,2023-06-07,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Failed
TXN_000543,CUST_0351,2023-11-02,PROD_001,Wireless Headphones,Electronics,4,99.99,399.96,PayPal,Pending
TXN_000544,CUST_0047,2023-04-22,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Completed
TXN_000545,CUST_0232,2023-09-30,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Failed
TXN_000546,CUST_0229,2023-04-11,PROD_005,Yoga Mat,Sports,1,39.99,39.99,PayPal,Pending
TXN_000547,CUST_0407,2023-12-14,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Failed
TXN_000548,CUST_0046,2023-10-26,PROD_003,Coffee Maker,Home,1,79.99,79.99,Cash,Completed
TXN_000549,CUST_0032,2023-07-09,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Completed
TXN_000550,CUST_0421,2023-07-03,PROD_005,Yoga Mat,Sports,1,39.99,39.99,PayPal,Completed
TXN_000551,CUST_0222,2023-12-26,PROD_002,Running Shoes,Sports,5,129.99,649.95,Cash,Failed
TXN_000552,CUST_0365,2023-07-15,PROD_003,Coffee Maker,Home,2,79.99,159.98,Cash,Pending
TXN_000553,CUST_0109,2023-12-06,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Cash,Completed
TXN_000554,CUST_0285,2023-07-16,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Completed
TXN_000555,CUST_0447,2023-12-10,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000556,CUST_0332,2023-01-09,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Failed
TXN_000557,CUST_0500,2023-03-11,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Failed
TXN_000558,CUST_0441,2023-08-22,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Cash,Failed
TXN_000559,CUST_0233,2023-09-18,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Pending
TXN_000560,CUST_0116,2023-04-06,PROD_003,Coffee Maker,Home,2,79.99,159.98,Credit Card,Failed
TXN_000561,CUST_0434,2023-05-02,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,,Pending
TXN_000562,CUST_0296,2023-07-07,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Failed
TXN_000563,CUST_0361,2023-07-08,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Failed
TXN_000564,CUST_0073,2023-09-27,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Failed
TXN_000565,CUST_0268,2023-11-09,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Pending
TXN_000566,CUST_0351,2023-11-21,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,PayPal,Failed
TXN_000567,CUST_0463,2023-06-25,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Pending
TXN_000568,CUST_0263,2023-08-29,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Pending
TXN_000569,CUST_0492,2023-05-31,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000570,CUST_0384,2023-06-05,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Completed
TXN_000571,CUST_0297,2023-03-28,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Credit Card,Failed
TXN_000572,CUST_0415,2023-11-16,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Pending
TXN_000573,CUST_0065,2023-09-16,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000574,CUST_0316,2023-05-24,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Completed
TXN_000575,CUST_0310,2023-03-31,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Debit Card,Failed
TXN_000576,CUST_0190,2023-03-31,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Debit Card,Pending
TXN_000577,CUST_0410,2023-09-28,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Completed
TXN_000578,CUST_0305,2023-03-20,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Pending
TXN_000579,CUST_0339,2023-08-14,PROD_002,Running Shoes,Sports,3,129.99,389.97,Debit Card,Completed
TXN_000580,CUST_0376,2023-06-26,PROD_005,Yoga Mat,Sports,1,39.99,39.99,PayPal,Completed
TXN_000581,CUST_0086,2023-08-26,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Pending
TXN_000582,CUST_0383,2023-09-30,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Failed
TXN_000583,CUST_0243,2023-05-15,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Completed
TXN_000584,CUST_0475,2023-08-18,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Failed
TXN_000585,CUST_0050,2023-09-30,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,PayPal,Pending
TXN_000586,CUST_0471,2023-11-30,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Pending
TXN_000587,CUST_0411,2023-02-20,PROD_003,Coffee Maker,Home,2,79.99,159.98,Cash,Pending
TXN_000588,CUST_0376,2023-12-11,PROD_002,Running Shoes,Sports,5,129.99,649.95,Debit Card,Failed
TXN_000589,CUST_0347,2023-12-20,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Failed
TXN_000590,CUST_0345,2023-01-05,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Pending
TXN_000591,CUST_0269,2023-02-23,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Pending
TXN_000592,CUST_0372,2023-05-26,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Completed
TXN_000593,CUST_0318,2023-02-17,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Failed
TXN_000594,CUST_0363,2023-03-03,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Pending
TXN_000595,CUST_0412,2023-04-05,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Pending
TXN_000596,CUST_0240,2023-12-05,PROD_003,Coffee Maker,Home,1,79.99,79.99,Cash,Pending
TXN_000597,CUST_0355,2023-12-08,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Completed
TXN_000598,CUST_0142,2023-02-01,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Pending
TXN_000599,CUST_0133,2023-05-16,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000600,CUST_0502,2023-04-13,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Cash,Completed
TXN_000601,CUST_0056,2023-03-15,PROD_004,Smartphone Case,Electronics,3,58.21,-174.63,INVALID_METHOD,
TXN_000602,CUST_0330,2023-02-24,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Completed
TXN_000603,CUST_0038,2023-02-06,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,PayPal,Pending
TXN_000604,CUST_0460,2023-09-12,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Completed
TXN_000605,CUST_0137,2023-03-19,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Pending
TXN_000606,CUST_0002,2023-09-21,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Pending
TXN_000607,CUST_0207,2023-02-05,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Debit Card,Completed
TXN_000608,CUST_0489,2023-12-19,PROD_004,Smartphone Case,Electronics,4,24.99,99.96,Credit Card,Failed
TXN_000609,CUST_0479,2023-07-03,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Pending
TXN_000610,CUST_0324,2023-11-28,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Failed
TXN_000611,CUST_0042,2023-08-24,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000612,CUST_0021,2023-07-16,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Pending
TXN_000613,CUST_0459,2023-02-24,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Pending
TXN_000614,CUST_0454,2023-11-20,PROD_001,Wireless Headphones,Electronics,4,99.99,399.96,Debit Card,Completed
TXN_000615,CUST_0099,2023-01-13,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Debit Card,Pending
TXN_000616,CUST_0033,2023-10-04,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Pending
TXN_000617,CUST_0495,2023-08-19,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Pending
TXN_000618,CUST_0173,2023-01-22,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Completed
TXN_000619,CUST_0235,2023-12-14,PROD_005,Yoga Mat,Sports,5,39.99,199.95,Debit Card,Failed
TXN_000620,CUST_0120,2023-02-06,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Pending
TXN_000621,CUST_0242,2023-11-13,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Failed
TXN_000622,CUST_0008,2023-03-30,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Pending
TXN_000623,CUST_0234,2023-11-09,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Completed
TXN_000624,CUST_0255,2023-11-01,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Debit Card,Completed
TXN_000625,CUST_0219,2023-06-22,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Pending
TXN_000626,CUST_0500,2023-12-17,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Debit Card,Pending
TXN_000627,CUST_0392,2023-01-24,PROD_002,Running Shoes,Sports,3,129.99,389.97,Debit Card,Pending
TXN_000628,CUST_0062,2023-05-21,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000629,CUST_0284,2023-03-26,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Failed
TXN_000630,CUST_0069,2023-02-21,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Completed
TXN_000631,CUST_0451,2023-09-07,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Completed
TXN_000632,CUST_0475,2023-02-15,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Pending
TXN_000633,CUST_0355,2023-03-06,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Failed
TXN_000634,CUST_0268,2023-08-19,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000635,CUST_0355,2023-01-20,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Failed
TXN_000636,CUST_0314,2023-02-15,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Pending
TXN_000637,CUST_0003,2023-10-13,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Completed
TXN_000638,CUST_0501,2023-02-18,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000639,CUST_0113,2023-08-26,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Pending
TXN_000640,CUST_0100,2023-02-27,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Pending
TXN_000641,CUST_0082,2023-12-10,PROD_002,Running Shoes,Sports,1,129.99,129.99,,Failed
TXN_000642,CUST_0146,2023-04-18,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Pending
TXN_000643,CUST_0413,2023-08-21,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Failed
TXN_000644,CUST_0474,2023-10-03,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Completed
TXN_000645,CUST_0264,2023-03-01,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Failed
TXN_000646,CUST_0304,2023-10-24,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Cash,Completed
TXN_000647,CUST_0118,2023-02-26,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000648,CUST_0378,2023-07-31,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Completed
TXN_000649,CUST_0242,2023-10-27,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Pending
TXN_000650,CUST_0111,2023-11-09,PROD_002,Running Shoes,Sports,4,129.99,519.96,Debit Card,Pending
TXN_000651,CUST_0070,2023-08-23,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000652,CUST_0500,2023-05-19,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Completed
TXN_000653,CUST_0355,2023-10-19,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Completed
TXN_000654,CUST_0437,2023-08-27,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Completed
TXN_000655,CUST_0113,2023-06-01,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000656,CUST_0464,2023-03-29,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Completed
TXN_000657,CUST_0439,2023-09-25,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Debit Card,Failed
TXN_000658,CUST_0429,2023-08-25,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Failed
TXN_000659,CUST_0377,2023-05-07,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,PayPal,Pending
TXN_000660,CUST_0114,2023-10-30,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Pending
TXN_000661,CUST_0021,2023-08-29,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,
TXN_000662,CUST_0272,2023-07-21,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Pending
TXN_000663,CUST_0124,2023-02-12,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Credit Card,Failed
TXN_000664,CUST_0487,2023-04-22,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,PayPal,Pending
TXN_000665,CUST_0332,2023-02-16,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Failed
TXN_000666,CUST_0083,2023-12-27,PROD_003,Coffee Maker,Home,4,79.99,319.96,Credit Card,Pending
TXN_000667,CUST_0396,2023-03-12,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Cash,Completed
TXN_000668,CUST_0321,2023-08-26,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Failed
TXN_000669,CUST_0198,2023-12-20,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Pending
TXN_000670,CUST_0386,2023-05-19,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Debit Card,Failed
TXN_000671,CUST_0318,2023-06-21,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Failed
TXN_000672,CUST_0455,2023-01-27,PROD_003,Coffee Maker,Home,1,79.99,79.99,Cash,Pending
TXN_000673,CUST_0317,2023-01-21,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Completed
TXN_000674,CUST_0361,2023-02-04,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Completed
TXN_000675,CUST_0123,2023-10-04,PROD_003,Coffee Maker,Home,1,79.99,79.99,Cash,Failed
TXN_000676,CUST_0447,2023-12-26,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Debit Card,Pending
TXN_000677,CUST_0460,2023-05-17,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000678,CUST_0033,2023-07-10,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Pending
TXN_000679,CUST_0270,2023-03-04,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Pending
TXN_000680,CUST_0189,2023-12-11,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Pending
TXN_000681,CUST_0042,2023-07-20,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Completed
TXN_000682,CUST_0085,2023-05-22,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Pending
TXN_000683,CUST_0448,2023-04-15,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Pending
TXN_000684,CUST_0497,2023-12-16,PROD_004,Smartphone Case,Electronics,5,24.99,124.95,Debit Card,Pending
TXN_000685,CUST_0216,2023-08-16,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Pending
TXN_000686,CUST_0033,2023-01-12,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Pending
TXN_000687,CUST_0176,2023-12-02,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Failed
TXN_000688,CUST_0432,2023-10-08,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Cash,Pending
TXN_000689,CUST_0068,2023-06-06,PROD_005,Yoga Mat,Sports,1,39.99,39.99,PayPal,Completed
TXN_000690,CUST_0191,2023-05-28,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Pending
TXN_000691,CUST_0234,2023-03-27,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000692,CUST_0147,2023-04-04,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Completed
TXN_000693,CUST_0060,2023-01-22,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Pending
TXN_000694,CUST_0190,2023-04-05,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Failed
TXN_000695,CUST_0501,2023-06-26,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Pending
TXN_000696,CUST_0500,2023-03-25,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Completed
TXN_000697,CUST_0208,2023-09-13,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Pending
TXN_000698,CUST_0003,2023-10-07,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Failed
TXN_000699,CUST_0243,2023-05-29,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000700,CUST_0174,2023-12-19,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Completed
TXN_000701,CUST_0348,2023-10-10,PROD_002,Running Shoes,Sports,1,129.14,129.14,Cash,Failed
TXN_000702,CUST_0229,2023-07-02,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Completed
TXN_000703,CUST_0329,2023-04-10,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Pending
TXN_000704,CUST_0012,2023-02-12,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Failed
TXN_000705,CUST_0500,2023-09-20,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Debit Card,Pending
TXN_000706,CUST_0309,2023-11-06,PROD_003,Coffee Maker,Home,5,79.99,399.95,Credit Card,Failed
TXN_000707,CUST_0204,2023-03-17,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000708,CUST_0191,2023-01-07,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Pending
TXN_000709,CUST_0501,2023-08-17,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Completed
TXN_000710,CUST_0380,2023-08-01,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Completed
TXN_000711,CUST_0374,2023-08-01,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Credit Card,Completed
TXN_000712,CUST_0156,2023-09-01,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Completed
TXN_000713,CUST_0388,2023-07-12,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Pending
TXN_000714,CUST_0213,2023-03-31,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Failed
TXN_000715,CUST_0387,2023-03-12,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Pending
TXN_000716,CUST_0284,2023-09-09,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Failed
TXN_000717,CUST_0253,2023-10-14,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Completed
TXN_000718,CUST_0406,2023-01-02,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000719,CUST_0064,2023-12-01,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Cash,Completed
TXN_000720,CUST_0465,2023-12-19,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Completed
TXN_000721,CUST_0253,2023-02-04,PROD_003,Coffee Maker,Home,3,79.99,239.97,,
TXN_000722,CUST_0247,2023-10-17,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Failed
TXN_000723,CUST_0499,2023-12-22,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,PayPal,Failed
TXN_000724,CUST_0009,2023-05-13,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Completed
TXN_000725,CUST_0237,2023-12-21,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Completed
TXN_000726,CUST_0140,2023-07-04,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Completed
TXN_000727,CUST_0150,2023-09-29,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Failed
TXN_000728,CUST_0393,2023-11-18,PROD_002,Running Shoes,Sports,2,129.99,259.98,Credit Card,Failed
TXN_000729,CUST_0279,2023-06-15,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Pending
TXN_000730,CUST_0050,2023-10-01,PROD_003,Coffee Maker,Home,3,79.99,239.97,PayPal,Completed
TXN_000731,CUST_0071,2023-09-23,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Pending
TXN_000732,CUST_0175,2023-03-25,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Completed
TXN_000733,CUST_0114,2023-04-07,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Credit Card,Pending
TXN_000734,CUST_0470,2023-02-09,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Completed
TXN_000735,CUST_0179,2023-06-09,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Completed
TXN_000736,CUST_0456,2023-11-02,PROD_004,Smartphone Case,Electronics,5,24.99,124.95,PayPal,Completed
TXN_000737,CUST_0015,2023-03-02,PROD_003,Coffee Maker,Home,1,79.99,79.99,Debit Card,Failed
TXN_000738,CUST_0353,2023-04-27,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Completed
TXN_000739,CUST_0503,2023-02-10,PROD_002,Running Shoes,Sports,2,129.99,259.98,Credit Card,Completed
TXN_000740,CUST_0397,2023-09-05,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Completed
TXN_000741,CUST_0017,2023-12-04,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Credit Card,Pending
TXN_000742,CUST_0466,2023-05-10,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Pending
TXN_000743,CUST_0387,2023-02-19,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Failed
TXN_000744,CUST_0095,2023-12-10,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Completed
